_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
278731,203177,2493,CMU / AQUATIC CENTER LAP POOL,5000 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.444209,-79.9433955,POOLS (SCHOOLS),2022-12-08T11:15:00,2022-12-12T11:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.5,,0,,,,7.5,,,632,t,t,t,t,t,t,2022-12-15
278732,203179,5081,CMU AQUATIC CENTER-SPA,5000 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.444209,-79.9433955,SPA/HOT TUB (INDOOR),2022-12-08T12:15:00,2022-12-12T12:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.4,,,15,t,t,t,t,t,t,2022-12-15
278733,203197,1016,LA FITNESS POOL - COLLIER,1155 WASHINGTON PIKE,,Collier Township,BRIDGEVILLE,Allegheny County,PA,15017,40.36824,-80.1035865,POOLS (INDOOR),2022-12-12T14:20:00,2022-12-13T14:50:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,2,2,0,0,,,7.4,7.4,,170,t,t,t,t,t,t,2022-12-14
278734,203235,5784,SOUTHSIDE WORKS CITY APARTMENTS SPA,2626 TUNNEL  BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.429134,-79.966926,SPA/HOT TUB (INDOOR),2022-12-07T12:00:00,2022-12-14T13:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,4.6,4.6,0.2,0.2,,,7.2,7.2,,102,t,t,f,t,t,t,2023-05-23
278735,203274,2228,HAMPTON HIGH SCHOOL POOL,2929 MCCULLY ROAD,,Hampton Township,ALLISON PARK,Allegheny County,PA,15101,40.583385,-79.9404885,POOLS (SCHOOLS),2022-12-14T13:45:00,2022-12-15T15:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,1.8,0.2,0,,,7.4,7.4,,500,t,t,f,t,t,t,2023-01-18
278736,203281,1144,SPRINGHILL SUITES SOUTH SIDE / POOL,2950 S WATER  STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.426641,-79.961823,POOLS (INDOOR),2022-12-15T12:00:00,2022-12-15T13:00:00,INITIAL INSPECTION,f,1,CONLEY FAON,4,4,0,0,,,7.4,7.4,,50,t,t,t,t,t,t,2022-12-21
278737,203330,1098,MCKNIGHT HOTEL - HOT TUB,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.504518,-80.0103645,SPA/HOT TUB (INDOOR),2022-12-16T11:50:00,2022-12-19T12:15:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,0,,,,,,,30,t,t,f,t,t,t,2022-12-20
278738,203388,2025,PGH BRASHEAR HIGH SCHOOL - POOL,590 CRANE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15216,40.418082,-80.0182215,POOLS (INDOOR),2022-12-20T12:45:00,2022-12-21T13:10:00,FOLLOW UP INSPECTION,t,2,LINDGREN ERIC,,,,,,,7.4,,,,t,t,f,t,t,t,2022-12-21
278739,203414,2456,VIRGINIA MANSIONS CONDO SPA,2120 GREENTREE ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.392324,-80.0710245,SPA/HOT TUB (INDOOR),2022-12-21T15:00:00,2022-12-22T15:15:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,0,0,0,0,,,0,0,,60,t,t,t,t,t,t,2023-01-05
278740,203549,215,JEWISH COMMUNITY CENTER SOUTH HILLS - POOL,345 KANE BOULEVARD,,Scott Township,PITTSBURGH,Allegheny County,PA,15243,40.375152,-80.085708,POOLS (INDOOR),2022-11-17T14:20:00,2023-01-03T14:40:00,INITIAL INSPECTION,f,1,ARMSTRONG RYAN,1.2,,0,,,,7.6,,,225,t,t,t,t,t,t,2023-01-10
278741,203710,5922,RESIDENCE INN OAKLAND UNIVERSITY PL POOL,3341 FORBES  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.438188,-79.9621155,POOLS (INDOOR),2023-01-10T11:40:00,2023-01-11T12:00:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,2023-02-02
278742,203730,739,SPRINGHILL SUITES NORTH SHORE POOL,223 FEDERAL STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44861,-80.004699,POOLS (INDOOR),2023-01-11T15:30:00,2023-01-12T15:40:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,0.6,,,,,,,,t,t,f,t,t,t,2023-01-18
278743,203798,1470,SHERATON STATION SQ HOTEL POOL,300 W STATION SQUARE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.434975,-80.0069895,POOLS (INDOOR),2023-01-10T14:00:00,2023-01-17T14:45:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,3.4,,0.4,,,,7.2,7.2,,60,t,t,f,t,t,t,2024-11-19
278744,203807,5763,HOLIDAY INN EXPRESS MONROEVILLE POOL,3936 MONROEVILLE BOULEVARD,,Monroeville,MONROEVILLE,Allegheny County,,15146,40.437072,-79.7773005,POOLS (INDOOR),2023-01-10T15:00:00,2023-01-18T16:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.2,,0,,,,7.4,,,50,t,t,t,t,t,t,2023-01-18
278745,203916,2291,PINE-RICHLAND HIGH SCHOOL NAT - POOL,700 WARRENDALE ROAD,,Pine Township,GIBSONIA,Allegheny County,PA,15044,40.659237,-80.017164,POOLS (SCHOOLS),2023-01-20T14:15:00,2023-01-24T14:45:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2023-01-25
278746,204116,1964,ATRIUM CONDO,307 S DITHRIDGE STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.445424,-79.950051,POOL (CONDO INDOOR),2023-02-06T09:44:00,2023-02-06T09:45:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,2023-02-06
278747,204577,1112,PROVIDENCE POINT POOL,200 ADAMS AVENUE,,Scott Township,PITTSBURGH,Allegheny County,PA,15243,40.378473,-80.088183,POOLS (INDOOR),2023-03-07T13:40:00,2023-03-08T14:00:00,INITIAL INSPECTION,f,1,DAILY NATHAN,,,,,5,,7.3,,,35,t,t,t,t,t,t,2023-03-16
278748,204683,1017,LA FITNESS SPA COLLIER,1155 WASHINGTON PIKE,,Collier Township,BRIDGEVILLE,Allegheny County,PA,15017,40.36824,-80.1035865,SPA/HOT TUB (INDOOR),2023-03-13T13:45:00,2023-03-15T14:40:00,INITIAL INSPECTION,f,1,ARMSTRONG RYAN,6,,0.2,,,,7.2,,,70,t,t,t,t,t,t,2023-03-22
278749,204745,10737,CAMBRIA SUITES PGH @ PPG PAINTS ARENA POOL,1320 CENTRE  AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.440087,-79.987977,POOLS (INDOOR),2023-03-08T09:00:00,2023-03-20T11:00:00,FOLLOW UP INSPECTION,t,4,DAILY NATHAN,0.2,,0,,,,7.1,,,47,t,t,f,t,f,t,2023-09-14
278750,204772,1007,LA FITNESS PLEASANT HILLS POOL,601 CLAIRTON BOULEVARD,,Pleasant Hills,PITTSBURGH,Allegheny County,PA,15236,40.332177,-79.9441785,POOLS (INDOOR),2023-03-21T09:15:00,2023-03-21T10:15:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,2,2,0,0,,,7.8,7.8,,80,t,t,f,t,f,t,2023-10-24
278751,204851,1097,MCKNIGHT HOTEL - POOL,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.504518,-80.0103645,POOLS (INDOOR),2023-03-21T09:15:00,2023-03-24T09:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,2023-03-27
278752,204852,1098,MCKNIGHT HOTEL - HOT TUB,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.504518,-80.0103645,SPA/HOT TUB (INDOOR),2023-03-21T09:30:00,2023-03-24T09:40:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,2023-03-27
278753,204913,2369,WILSON ELEMENTARY SCHOOL POOL,100 BRUNO LANE,,Findlay Township,FINDLAY,Allegheny County,PA,15126,40.444254,-80.266932,POOLS (SCHOOLS),2023-03-23T10:35:00,2023-03-28T11:15:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,1,1.2,0,0,,,7.2,7.4,,85,t,t,f,t,t,t,2023-03-30
278754,205177,1181,COURTYARD BY MARRIOTT SETTLERS RIDGE POOL,5100 CAMPBELLS RUN ROAD,,ROBINSON TOWNSHIP,PITTSBURGH,Allegheny County,PA,15205,40.43889,-80.151444,POOLS (INDOOR),2023-04-07T12:35:00,2023-04-12T12:55:00,INITIAL INSPECTION,f,1,MANOWN MARYANN,1.4,,0.2,,,,7.6,,,40,t,t,t,t,t,t,2023-04-13
278755,205398,408,PGH CARRICK HIGH SCHOOL POOL,125 PARKFIELD STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15210,40.390812,-79.9894035,POOLS (SCHOOLS),2023-04-24T11:15:00,2023-04-24T11:55:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,2.4,2.4,0,,,,7.4,7.4,,550,t,t,t,t,t,t,2023-04-25
278756,205481,10737,CAMBRIA SUITES PGH @ PPG PAINTS ARENA POOL,1320 CENTRE  AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.440087,-79.987977,POOLS (INDOOR),2023-04-28T14:00:00,2023-04-28T15:30:00,FOLLOW UP INSPECTION,t,5,DAILY NATHAN,0,0,,,,,7.6,7.6,,50,t,t,f,t,f,t,2023-09-14
278757,205607,9057,ATRIA OF MCCANDLESS - POOL,8870 DUNCAN AVENUE,,McCandless,Pittsburgh,Allegheny County,PA,15237,40.566717,-80.0272215,POOLS (INDOOR),2023-05-08T14:00:00,2023-05-09T15:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.6,,0,,,,7.8,,,75,t,t,t,t,t,t,2023-06-14
278758,205621,11581,RESIDENCE INN BY MARRIOTT POOL,3455 WILLIAM PENN HIGHWAY,,Wilkins Township,Pittsburgh,Allegheny County,PA,15235,40.431537,-79.81155,POOLS (INDOOR),2023-05-08T14:31:00,2023-05-09T15:30:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2,,0.4,,,,7.2,,,95,t,t,f,t,t,t,2023-11-14
278759,205658,2004,JEWISH COMMUNITY CENTER WOMEN'S SPA,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.437657,-79.9239015,SPA/HOT TUB (INDOOR),2023-05-08T09:45:00,2023-05-10T10:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.6,,,60,t,t,t,t,t,t,2023-05-11
278760,205714,1007,LA FITNESS PLEASANT HILLS POOL,601 CLAIRTON BOULEVARD,,Pleasant Hills,PITTSBURGH,Allegheny County,PA,15236,40.332177,-79.9441785,POOLS (INDOOR),2023-05-11T10:00:00,2023-05-12T11:00:00,FOLLOW UP INSPECTION,t,3,CONLEY FAON,12,12,0.6,0.6,,,8.0,8.0,,,t,t,f,t,f,f,2023-10-24
278761,205747,2154,LONGWOOD AT OAKMONT POOL,500 COXCOMB HILL ROAD,,Plum,VERONA,Allegheny County,PA,15147,40.526397,-79.807095,POOL (CONDO INDOOR),2023-05-12T15:01:00,2023-05-15T15:30:00,INITIAL INSPECTION,t,1,WILSON ANGELA,4.8,,0,,,,7.4,,,,t,t,t,t,t,t,2023-05-15
278762,205788,5784,SOUTHSIDE WORKS CITY APARTMENTS SPA,2626 TUNNEL  BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.429134,-79.966926,SPA/HOT TUB (INDOOR),2023-05-15T15:00:00,2023-05-17T15:45:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,3,,0.4,,,,7.4,,,67,t,t,f,t,t,t,2023-05-23
278763,205937,5501,HAMPTON INN & SUITES / SETTLERS RIDGE POOL,5000 CAMPBELLS RUN ROAD,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.438503,-80.1502785,POOLS (INDOOR),2023-05-24T13:40:00,2023-05-26T14:00:00,INITIAL INSPECTION,f,1,MANOWN MARYANN,2,,0,,,,7.4,,,45,t,t,t,t,t,t,2023-06-01
278764,206020,2353,BRENTWOOD MIDDLE/HIGH SCHOOL POOL,3601 BROWNSVILLE ROAD,,Brentwood,PITTSBURGH,Allegheny County,PA,15227,40.374351,-79.974108,POOLS (SCHOOLS),2023-06-01T11:30:00,2023-06-02T12:30:00,INITIAL INSPECTION,f,1,CONLEY FAON,5,5,0,0,,,7.2,7.2,,600,t,t,t,t,t,t,2023-06-02
278765,206059,2113,GLENWOOD  CONDO POOL,4661 OLD WM PENN HIGHWAY,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,,,POOL (CONDO OUTDOOR),2023-06-01T09:00:00,2023-06-05T09:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,4,,0,,,,7.8,,,130,t,t,t,t,t,t,2023-06-05
278766,206066,448,ST CLAIR COUNTRY CLUB WADING POOL,2300 OLD WASHINGTON ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.331376,-80.0780265,WADING POOL SYSTEM,2023-06-05T10:15:00,2023-06-05T12:05:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,4.4,,0,,,,7.4,,< 30,80,t,t,t,t,t,t,2023-06-14
278767,206090,1493,KENNEDY HIGHLANDS APARTMENT POOL,200 ADAMS  DRIVE,,Kennedy Township,MCKEES ROCKS,Allegheny County,PA,15136,40.465314,-80.0982945,POOLS (OUTDOOR),2023-06-05T13:20:00,2023-06-06T14:10:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,1,1,0,0,,,7.6,7.6,,80,t,t,t,t,t,t,2023-06-14
278768,206113,2104,STONE CLIFF APT POOL,3200 STONE CLIFF DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.43106,-79.7644125,POOLS (OUTDOOR),2023-06-06T09:30:00,2023-06-07T10:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.8,,0,,,,7.6,,,120,t,t,t,t,t,t,2023-06-07
278769,206116,2118,CARNEGIE LIBRARY OF HOMESTEAD POOL,510 E 10TH AVENUE,,Munhall,HOMESTEAD,Allegheny County,PA,15120,40.407039,-79.9029225,POOLS (INDOOR),2023-06-06T14:45:00,2023-06-07T15:30:00,INITIAL INSPECTION,t,1,DAILY NATHAN,2.6,2.6,0,0,,,7.6,7.6,,180,t,t,f,t,t,t,2023-06-14
278770,206157,2289,OAKMONT LANDING APT POOL,101 WASHINGTON AVENUE,,Oakmont,OAKMONT,Allegheny County,PA,15139,40.517307,-79.848261,POOLS (OUTDOOR),2023-06-07T14:00:00,2023-06-08T15:00:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,5,5,0.2,0.2,0,0,7.2,7.2,<50,70,t,t,t,t,t,t,2023-06-09
278771,206162,2365,DORMONT MUNICIPAL POOL, BANKSVILLE  ROAD,,Dormont,PITTSBURGH,Allegheny County,PA,15216,40.407235411,-80.03773781,POOLS (OUTDOOR),2023-06-08T11:00:00,2023-06-08T12:15:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,2.8,2.6,0,0,,,7.4,7.3,< 30,2600,t,t,t,t,t,t,2023-06-19
278772,206172,2090,BELMONT RIDGE OUTDOOR POOL,1100 BELMONT BOULEVARD,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.432599,-79.7793975,POOLS (OUTDOOR),2023-06-08T09:30:00,2023-06-09T10:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,2023-06-09
278773,206199,758,VILLAGE AT SEWICKLEY HILLS POOL,104 PRESCOTT PLACE,,Ohio Township,SEWICKLEY,Allegheny County,PA,15143,40.570218,-80.114472,POOL (CONDO OUTDOOR),2023-06-09T09:30:00,2023-06-12T10:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3.6,3.6,0,0,,,7.4,7.4,45,85,t,t,f,t,t,t,2023-07-11
278774,206216,2475,WOODLAND HILLS CLUB POOL,2799 BINGHAM DRIVE,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.312791,-80.1064665,POOLS (OUTDOOR),2023-06-13T13:10:00,2023-06-13T13:55:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,1,1,0,0,,,7.2,7.4,< 30,650,t,t,t,t,t,t,2023-06-16
278775,206248,2244,ACCORD PARK POOL / AVONWORTH POOL,498 CAMP HORN ROAD,,Kilbuck Township,PITTSBURGH,Allegheny County,PA,15237,40.521078,-80.0842635,POOLS (OUTDOOR),2023-06-14T11:15:00,2023-06-15T12:15:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,6,6,0,0,,,7.7,7.8,,550,t,t,t,t,t,t,2023-06-21
278776,206261,2276,COMMUNITY SWIM CLUB POOL - WADING POOL,100 AQUA DRIVE,,O'Hara Township,PGH,Allegheny County,PA,15238,40.514895,-79.858314,WADING POOL SYSTEM,2023-06-13T11:00:00,2023-06-15T13:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,1.8,1.8,0.2,0.2,0,0,7.4,7.4,<50,500,t,t,f,t,t,t,2024-07-25
278777,206283,5621,GATEWAY HEIGHTS SWIM CLUB WADING POOL,2249 RAMSEY  DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.409955,-79.7517405,POOLS (OUTDOOR),2023-06-15T15:45:00,2023-06-16T16:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1,,0,,,,7.4,,,10,t,t,t,t,t,t,2023-06-16
278778,206291,3906,SAMPSON FAMILY YMCA MAIN POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.458069,-79.707636,POOLS (INDOOR),2023-06-13T14:50:00,2023-06-16T15:30:00,INITIAL INSPECTION,t,1,O'BRIEN JEFF,1,,0.6,,,,7.4,,,375,t,t,f,t,t,t,2023-08-04
278779,206313,2272,PRESIDENTIAL ARMS POOL,9815 PRESIDENTIAL DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15101,40.583862,-79.9983945,POOLS (OUTDOOR),2023-06-13T15:00:00,2023-06-19T15:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3.6,4.2,0,0,,,7.4,7.4,30,140,t,t,t,t,t,t,2023-06-21
278780,206314,1225,WADSWORTH HALL COMMUNITY CENTER POOL,480 OAK HILL DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.442733,-79.9695855,POOLS (OUTDOOR),2023-06-16T14:30:00,2023-06-19T15:45:00,INITIAL INSPECTION,t,1,O'BRIEN JEFF,3,4,0,0.2,,,7.6,7.8,45,220,t,t,f,t,t,t,2024-07-23
278781,206321,2532,HICKORY HEIGHTS POOL ASSOC-WADING POOL,118 HICKORY HEIGHTS DRIVE,,South Fayette Township,BRIDGEVILLE,Allegheny County,PA,15017,40.340889,-80.14149,WADING POOL SYSTEM,2023-06-15T12:45:00,2023-06-19T12:55:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,0.4,,0,,,,< 7.0,,> 60,60,t,t,f,t,f,f,2023-08-03
278782,206349,2047,WESTWOOD POOL/CITY OF PITTSBURGH,100 GUYLAND STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15205,40.430817,-80.049771,POOLS (OUTDOOR),2023-06-19T13:00:00,2023-06-20T14:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,1.5,1.5,0,0,,,8.0,8.0,,4500,t,t,t,t,t,t,2023-06-23
278783,206359,1986,HIGHLAND PARK CLUB POOL,1001 N NEGLEY AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.474413,-79.925355,POOLS (OUTDOOR),2023-06-15T14:00:00,2023-06-20T15:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,2.8,2.8,0.2,0.2,0,0,7.6,7.6,<50,40,t,t,f,t,t,t,2023-06-20
278784,206360,1986,HIGHLAND PARK CLUB POOL,1001 N NEGLEY AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.474413,-79.925355,POOLS (OUTDOOR),2023-06-15T14:00:00,2023-06-20T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,2.8,2.8,0.2,0.2,0,0,7.6,7.6,<50,40,t,t,t,t,t,t,2023-07-06
278785,206361,2269,THE CLUB AT NORTH HILLS POOL,700 DUNCAN AVENUE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.567725,-80.0182035,POOLS (OUTDOOR),2023-06-15T14:10:00,2023-06-20T15:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3,,0,,,,7.6,,55,100,t,t,f,t,t,t,2023-07-20
278786,206389,2470,HIDDEN VALLEY POOL,2774 BINGHAM DRIVE,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.31262,-80.1079875,POOL (CONDO OUTDOOR),2023-06-13T13:00:00,2023-06-21T13:35:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,4.8,,1.4,,,,7.8,,,265,t,t,f,t,t,t,2023-06-21
278787,206420,5982,NINETEEN NORTH APARTMENT POOL,1050 19TH NORTH DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.566501,-80.041563,POOLS (OUTDOOR),2023-06-21T09:30:00,2023-06-22T10:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,6.2,6.2,0,0,,,7.6,7.4,60,130,t,t,f,t,t,t,2023-09-01
278788,206422,1225,WADSWORTH HALL COMMUNITY CENTER POOL,480 OAK HILL DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.442733,-79.9695855,POOLS (OUTDOOR),2023-06-16T14:30:00,2023-06-22T15:45:00,INITIAL INSPECTION,t,1,O'BRIEN JEFF,3,4,0,0.2,,,7.6,7.8,45,220,t,t,f,t,t,t,2024-07-23
278789,206426,10518,FRANKLIN RIDGE ESTATES CSA POOL,1624 COUNTRY CLUB DRIVE,,Franklin Park,Pittsburgh,Allegheny County,PA,15237,40.563765,-80.0827335,POOL (CONDO OUTDOOR),2023-06-20T13:34:00,2023-06-22T14:00:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2.2,1.8,0,0,,,7.4,7.4,<30,425,t,t,t,t,t,t,2023-06-23
278790,206432,213,HOLIDAY INN EXPRESS POOL,3053 WASHINGTON PIKE,,South Fayette Township,BRIDGEVILLE,Allegheny County,PA,15017,40.352292,-80.112681,POOLS (INDOOR),2023-06-22T12:00:00,2023-06-22T12:30:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,3.6,,0.6,,,,7.6,,,20,t,t,f,t,t,t,2023-07-20
278791,206448,9497,BRENTWOOD PARK POOL,122  PARK DRIVE,,Brentwood,Pittsburgh,Allegheny County,PA,15227,40.375719,-79.973253,POOLS (OUTDOOR),2023-06-21T13:00:00,2023-06-23T13:30:00,FOLLOW UP INSPECTION,t,3,CONLEY FAON,4.2,4.2,0,0,,,7.6,7.6,,25,t,t,f,t,t,t,2023-07-14
278792,206449,1241,PARKVIEW ESTATES,251 ESTATES DRIVE,,Richland Township,GIBSONIA,Allegheny County,PA,15044,40.659912,-79.926984,POOL (CONDO OUTDOOR),2023-06-16T09:00:00,2023-06-23T09:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.8,,0,,,,7.4,,<30,45,t,t,t,t,t,t,2023-06-29
278793,206450,1243,DEVLIN'S POINTE APARTMENTS POOL,2735 WESTMINSTER CIRCLE,,Hampton Township,ALLISON PARK,Allegheny County,PA,15101,40.591539,-79.954056,POOLS (OUTDOOR),2023-06-16T10:00:00,2023-06-23T10:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2,,0.2,,,,7.4,,<30,95,t,t,t,t,t,t,2023-06-29
278794,206451,6921,TWELVE OAKS AT HAMPTON POOL,2500 RED OAK COURT,,Hampton Township,ALLISON PARK,Allegheny County,PA,15101,40.589451,-79.964244,POOL (CONDO OUTDOOR),2023-06-16T10:45:00,2023-06-23T11:15:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1.6,,0.2,,,,7.6,,<30,110,t,t,t,t,t,t,2023-06-26
278795,206461,10777,HAMPTON INN GREENTREE POOL,555 TRUMBULL DRIVE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.419333,-80.053821,POOLS (OUTDOOR),2023-06-21T14:45:00,2023-06-23T15:30:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,0,,,,,,7.4,,30,,t,t,f,t,t,f,2024-02-23
278796,206462,10777,HAMPTON INN GREENTREE POOL,555 TRUMBULL DRIVE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.419333,-80.053821,POOLS (OUTDOOR),2023-06-22T16:25:00,2023-06-23T16:30:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,4,,0,,,,,,,,t,t,f,t,t,f,2024-02-23
278797,206466,2107,PARK SWIM CLUB POOL,328 COLLEGE PARK DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.447377,-79.737201,POOLS (OUTDOOR),2023-06-20T11:00:00,2023-06-23T11:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2,,0,,,,7.4,,,350,t,t,t,t,t,t,2023-06-26
278798,206468,2116,BOYCE PARK WAVE POOL,675 OLD FRANKSTOWN ROAD,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.460472,-79.7528205,POOLS (OUTDOOR),2023-06-20T13:30:00,2023-06-23T14:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2,,0,,,,7.5,,,3000,t,t,t,t,t,t,2023-06-26
278799,206469,1015,GARDEN CITY SWIM CLUB WADING POOL,600  GARDEN CITY DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.448205,-79.782093,POOLS (OUTDOOR),2023-06-20T15:45:00,2023-06-23T16:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2,,0,,,,7.4,,,10,t,t,t,t,t,t,2023-06-26
278800,206470,2076,GARDEN CITY SWIM CLUB POOL,525 GARDEN CITY DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.447386,-79.781166,POOLS (OUTDOOR),2023-06-20T15:00:00,2023-06-23T15:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,5,,0,,,,7.2,,,400,t,t,t,t,t,t,2023-06-26
